iter	RMSE
0	0.5123799055
1	0.4647167742
2	0.4217342168
3	0.3821512396
4	0.3462288471
5	0.3140792533
6	0.2848937445
7	0.2589421696
8	0.2351399254
9	0.2137224307
10	0.1945324298
11	0.1771342701
12	0.1621982547
13	0.1476326919
14	0.1345701509
15	0.122910188
16	0.112487503
17	0.1031260025
18	0.09426055199
19	0.08646915689
20	0.0794773477
21	0.07314999657
22	0.06737254824
23	0.06203063829
24	0.05734794769
25	0.05319743125
26	0.04957313233
27	0.04610502764
28	0.04307282275
29	0.04036325936
30	0.03796965591
31	0.03585136576
32	0.0339218547
33	0.03226117211
34	0.03076984543
35	0.02941228597
36	0.0282714994
37	0.02725009732
38	0.0263798027
39	0.02563607373
40	0.02497494094
41	0.02438290245
42	0.02387325098
43	0.02342000922
44	0.02302352032
45	0.02266257946
46	0.02235598144
47	0.02208880905
48	0.02181091253
49	0.02158304286
50	0.02136534877
51	0.02115087354
52	0.02096473667
53	0.02078296957
54	0.02061437397
55	0.02041423591
56	0.02025685343
57	0.02008856227
58	0.01996177591
59	0.01985619849
60	0.01974499919
61	0.0196505792
62	0.01953240783
63	0.01945124957
64	0.01936008558
65	0.01927455293
66	0.01917150015
67	0.01906635659
68	0.01899806159
69	0.01890688204
70	0.01876053771
71	0.0186553196
72	0.01857276972
73	0.01847160034
74	0.0183804203
75	0.0183056377
76	0.01823738726
77	0.01815684075
78	0.01802588033
79	0.01797118412
80	0.01790710111
81	0.0178451145
82	0.01778748804
83	0.017677919
84	0.01761669199
85	0.01756317772
86	0.01747538661
87	0.01743473371
88	0.01738916562
89	0.01731710428
90	0.01726439743
91	0.01719505883
92	0.01713652937
93	0.01707210476
94	0.01701275669
95	0.01693236477
96	0.01687225093
97	0.01680683265
98	0.01675211819
99	0.0166940452
100	0.01662605411
101	0.01658424866
102	0.01650942893
103	0.0164318822
104	0.01636340937
105	0.0163148779
106	0.0162725115
107	0.01620197189
108	0.01614243361
109	0.01610917602
110	0.01603243722
111	0.01597878379
112	0.01589836675
113	0.01585253491
114	0.01577850257
115	0.01572250852
116	0.01568945639
117	0.01564497867
118	0.01557481669
119	0.01553487173
120	0.01548703339
121	0.0154352441
122	0.01538588991
123	0.01532609154
124	0.01528461547
125	0.01524188457
126	0.01519734142
127	0.01514386045
128	0.01509404438
129	0.01505207206
130	0.01501374219
131	0.01498376788
132	0.01493584934
133	0.014883557
134	0.01483255932
135	0.01477274485
136	0.01472853311
137	0.01465848303
138	0.01462847177
139	0.01459908969
140	0.01456882152
141	0.01452553792
142	0.01444404392
143	0.01437629896
144	0.01434259835
145	0.01430318437
146	0.01425790993
147	0.0142288086
148	0.01419626392
149	0.01417035643
150	0.01411820909
151	0.01407129558
152	0.01403417584
153	0.01400701195
154	0.01395522508
155	0.01391638289
156	0.01386200228
157	0.01382240505
158	0.01379440857
159	0.01376290876
160	0.01370631162
161	0.01365026297
162	0.01362103748
163	0.0135956961
164	0.01352898228
165	0.01346550655
166	0.01342714156
167	0.01337272236
168	0.01331774585
169	0.01327709387
170	0.0132494352
171	0.01321676806
172	0.01318799319
173	0.01315934613
174	0.01311796829
175	0.01308483068
176	0.01304048322
177	0.01298017846
178	0.01295680632
179	0.01291890752
180	0.01286769443
181	0.01283782196
182	0.01282340095
183	0.0127937011
184	0.01277161578
185	0.01274308606
186	0.01268672122
187	0.01264941644
188	0.01262795143
189	0.01260568901
190	0.01256577474
191	0.01252172174
192	0.01249273519
193	0.01244390202
194	0.01241856711
195	0.01240126183
196	0.01237293592
197	0.01234926771
198	0.01232043161
199	0.01230029285
200	0.01227262162
201	0.01225356875
202	0.01222283906
203	0.01220164115
204	0.01215718871
205	0.01213652868
206	0.01209833184
207	0.01207627055
208	0.01203831527
209	0.01200351914
210	0.01198429033
211	0.01195329267
212	0.01193381571
213	0.0118974147
214	0.01188362833
215	0.01186474819
216	0.01183667616
217	0.0118093059
218	0.01179254908
219	0.0117735111
220	0.01175812568
221	0.01173790196
222	0.01172166319
223	0.01169545471
224	0.01167315467
225	0.011649545
226	0.01160106994
227	0.01155741645
228	0.01153452832
229	0.01149527901
230	0.01146458142
231	0.0114467628
232	0.01141159504
233	0.01137178771
234	0.0113439549
235	0.01132638867
236	0.01129570622
237	0.01128115751
238	0.01126291383
239	0.01121953108
240	0.0111965711
241	0.01117251238
242	0.01115281569
243	0.01113933041
244	0.01109628309
245	0.01108023734
246	0.01104141018
247	0.01102490262
248	0.01099262746
249	0.01096051549
250	0.01094952561
251	0.01092731294
252	0.01089132677
253	0.01087426705
254	0.01085790589
255	0.01084265079
256	0.01081266744
257	0.01079311777
258	0.01076468027
259	0.01073168724
260	0.01070988648
261	0.01068028658
262	0.01065283689
263	0.01063088032
264	0.01061198917
265	0.01059471145
266	0.01055694124
267	0.01054277745
268	0.01050261128
269	0.01047166081
270	0.01045728494
271	0.0104434427
272	0.01041800812
273	0.01040668356
274	0.01039444085
275	0.01036662968
276	0.01035049336
277	0.01033123836
278	0.01031028336
279	0.01029362625
280	0.01026880719
281	0.01025358289
282	0.01022847673
283	0.01019978755
284	0.0101829232
285	0.01015358115
286	0.01012790186
287	0.01010845243
288	0.01009504647
289	0.01006987391
290	0.01005659514
291	0.01004283459
292	0.01002487341
293	0.009992068357
294	0.00997320881
295	0.009951798806
296	0.009937632767
297	0.009920823821
298	0.009902582128
299	0.009882197566
